    0.000000        0.5000000E-001   0.5075738        0.5652205E-001   0.1699571E-005   0.8348410E-005   0.2432166E-011
    0.000000        0.1000000        0.8978513        0.2968039        0.7886031E-003   0.1731062E-002   0.1299042E-008
    0.000000        0.1500000         1.292945        0.4520017        0.2216114E-003   0.1359570E-002   0.2038968E-009
    0.000000        0.2000000         1.682153        0.4806264        0.2585192E-002   0.9744646E-002   0.9766462E-009
    0.000000        0.2500000         2.015869        0.4366621        0.4110502E-002   0.7810222E-002   0.2204542E-008
    0.000000        0.3000000         2.343807        0.3403254        0.2835676E-002   0.9675487E-002   0.8461987E-009
    0.000000        0.3500000         2.658971        0.2151275        0.2040608E-002   0.9003538E-002   0.6067178E-009
    0.000000        0.4000000         2.968566        0.9686902E-001   0.3466768E-003   0.9755694E-002   0.3127265E-010
    0.000000        0.4500000         3.266135       -0.1964813E-001   0.7658685E-004   0.3878275E-002   0.5360712E-011
#     0.000000        0.5000000         3.613840       -0.7964211E-001   0.4966055E-001    3.384258        0.3536466E-005
#     0.000000        0.5500000        0.5714434E-001  -0.1376794        0.3759863        0.2199779        0.1965712E-006
#     0.000000        0.6000000        0.3687420E-001  -0.1505010        0.4458437E-001   0.7894605E-003   0.7480418E-007
#     0.000000        0.6500000        0.2537000E-001  -0.1552315        0.7755454E-001   0.4307647E-002   0.3207389E-007
#     0.000000        0.7000000        0.2226679E-001  -0.1719425        0.1490029E-001   0.1631030E-001   0.1265733E-008
#     0.000000        0.7500000        0.4569621E-002  -0.2135083         1.145563        0.1506682E-001   0.9986580E-007
#     0.000000        0.8000000       -0.6976593E-001  -0.2426523        0.1816974E-001   0.9656434E-002   0.1854480E-006
#     0.000000        0.8500000       -0.1155903       -0.2264691        0.1574176E-001   0.7635965E-002   0.7481067E-007
    0.000000        0.9000000       -0.1318750       -0.2120946        0.5296249E-002   0.2858625E-002   0.2567428E-007
    0.000000        0.9500000       -0.1419996       -0.2081483        0.6242578E-003   0.1019148E-002   0.1207873E-007
    0.000000         1.000000       -0.1496398       -0.2114192        0.1106833E-002   0.3810031E-002   0.1075233E-007
    0.000000         1.500000       -0.1813437       -0.2970488        0.9535248E-002   0.2313149E-002   0.2889929E-007
    0.000000         2.000000       -0.1799989       -0.3964935        0.9979973E-002   0.8458349E-002   0.2510572E-007
    0.000000         2.500000       -0.2261189       -0.4678489        0.9968019E-002   0.9215898E-003   0.1354267E-007
    0.000000         3.000000       -0.2540386       -0.5682007        0.9906556E-002   0.6230414E-004   0.1522245E-007
    0.000000         3.500000       -0.2785114       -0.6839238        0.5904802E-002   0.8782198E-003   0.1859336E-007
    0.000000         4.000000       -0.3025783       -0.8130404        0.1914870E-002   0.6406849E-002   0.2300826E-007
    0.000000         4.500000       -0.3262337       -0.9526842        0.1743415E-002   0.4790295E-003   0.1105994E-007
    0.000000         5.000000       -0.3446846        -1.107589        0.4332508E-002   0.6130633E-003   0.9627901E-008
    0.000000         5.500000       -0.3630168        -1.276097        0.6885892E-002   0.5674159E-002   0.4077378E-008
#     0.000000         6.000000       -0.3801082        -1.451925        0.8963501E-001   0.1340275E-001   0.4517509E-008
#     0.000000         6.500000       -0.3961142        -1.643900        0.1829548        0.2385877E-001   0.6166417E-008
#     0.000000         7.000000       -0.3866739        -1.864796        0.1107611        0.3545025E-001   0.5926170E-008
